"URL","response-code"
"https://t26687-s41637.mozu.com/","200"
"https://t26687-s41637.mozu.com/category/shop+by+brand/shop+brands+a-g/beval.do","200"
"https://t26687-s41637.mozu.com/category/shop+by+brand/shop+brands+a-g/cactus+saddlery.do","200"
"https://t26687-s41637.mozu.com/category/shop+by+brand/shop+brands+n-t/ramard.do","200"
"https://t26687-s41637.mozu.com/category/shop+by+brand/shop+brands+a-g/earthborn+holistic.do","404"
"https://t26687-s41637.mozu.com/category/pet+supplies/dog+food.do","200"
"https://t26687-s41637.mozu.com/images/bigdweb/en_us/Homepage/fillslot_628d_2019.jpg","404"
"https://t26687-s41637.mozu.com/category/shop+by+brand/shop+brands+h-m/irideon.do","200"
"https://t26687-s41637.mozu.com/category/farm+%26+barn/hay+nets%2C+bags+%26+hay+racks.do","200"
